game_id,season,week,evidence_domain,expected_margin_source_type,expected_margin_provenance,event_time,temporal_order_basis,temporal_order_key,temporal_order_source,temporal_order_source_sha256,team,opponent,venue,pregame_team_rating,pregame_opponent_rating,expected_margin,actual_margin,game_result,prior_rating_state,subsequent_outcomes,source_provenance,observed_at,recorded_at,model_version,configuration_version,split
G2007_P1635,2007,13,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-11-24"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Wyoming,New Mexico,HOME,2.234545979630372,-13.13690574831412,16.53143926806419,7.0,W,"{""games_played_to_date"":8.0,""opponent_games_played_to_date"":7.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.159987540119696}","{""scored_against_game_ids"":[]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-11-24,2007-11-24,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1636,2007,13,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-11-24"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Tennessee,LSU,HOME,10.48322830810694,23.78336257590212,-12.15771100201708,4.0,W,"{""games_played_to_date"":11.0,""opponent_games_played_to_date"":8.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.142423265778104}","{""scored_against_game_ids"":[]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-11-24,2007-11-24,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1637,2007,1,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-08-30"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,UTEP,North Carolina,HOME,-1.913665339596242,-9.300715391093348,8.572991372830128,4.0,W,"{""games_played_to_date"":10.0,""opponent_games_played_to_date"":10.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.185941321333022}","{""scored_against_game_ids"":[""G2007_P1478"",""G2007_P1682"",""G2007_P1615"",""G2007_P1633""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-08-30,2007-08-30,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1638,2007,1,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-08-30"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,USC,UConn,HOME,27.80321290404254,11.97300537618248,17.00016313651967,74.0,W,"{""games_played_to_date"":5.0,""opponent_games_played_to_date"":8.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.169955608659614}","{""scored_against_game_ids"":[""G2007_P1642"",""G2007_P1659"",""G2007_P1667"",""G2007_P1706""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-08-30,2007-08-30,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1639,2007,1,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-08-31"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,UCLA,Rice,HOME,13.75170292176608,2.004659727597452,13.0148918688517,1.0,W,"{""games_played_to_date"":6.0,""opponent_games_played_to_date"":9.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.267848674683074}","{""scored_against_game_ids"":[""G2007_P1677"",""G2007_P1702""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-08-31,2007-08-31,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1640,2007,1,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-08-31"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Oregon,Colorado St.,HOME,17.96100280766326,-2.29508546176464,21.49454501782809,1.0,W,"{""games_played_to_date"":3.0,""opponent_games_played_to_date"":7.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.238456748400192}","{""scored_against_game_ids"":[""G2007_P1644"",""G2007_P1651"",""G2007_P1718""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-08-31,2007-08-31,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1641,2007,1,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-08-31"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Hawaii,South Carolina,HOME,25.51965159091316,11.70979814750269,14.96976496736375,-19.0,L,"{""games_played_to_date"":4.0,""opponent_games_played_to_date"":8.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.159911523953274}","{""scored_against_game_ids"":[""G2007_P1654"",""G2007_P1668"",""G2007_P1707"",""G2007_P1719"",""G2007_P1730""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-08-31,2007-08-31,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1642,2007,2,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-06"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,USC,Pittsburgh,HOME,32.96774221153451,-7.609706147961118,41.63326509632844,42.0,W,"{""games_played_to_date"":6.0,""opponent_games_played_to_date"":11.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.055816736832811}","{""scored_against_game_ids"":[""G2007_P1659"",""G2007_P1667"",""G2007_P1706""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-06,2007-09-06,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1643,2007,2,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-07"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Oklahoma,Miami,HOME,15.23140700543622,2.463707285628435,13.82439499314018,34.0,W,"{""games_played_to_date"":11.0,""opponent_games_played_to_date"":10.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.056695273332389}","{""scored_against_game_ids"":[""G2007_P1522"",""G2007_P1579"",""G2007_P1631""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-07,2007-09-07,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1644,2007,2,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-08"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Oregon,Lehigh,HOME,12.53058053779759,-15.69083988970122,29.32425299560992,8.0,W,"{""games_played_to_date"":4.0,""opponent_games_played_to_date"":11.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.102832568111107}","{""scored_against_game_ids"":[""G2007_P1651"",""G2007_P1718""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-08,2007-09-08,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1645,2007,2,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-08"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Oregon St.,Stanford,HOME,-3.208299456668771,-15.88679114943231,13.731545539965,12.0,W,"{""games_played_to_date"":4.0,""opponent_games_played_to_date"":3.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.053053847201468}","{""scored_against_game_ids"":[""G2007_P1672"",""G2007_P1580"",""G2007_P1715"",""G2007_P1729""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-08,2007-09-08,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1646,2007,2,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-08"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Washington,Rutgers,HOME,-14.72166284309509,6.668120565788368,-20.33799871710978,-30.0,L,"{""games_played_to_date"":3.0,""opponent_games_played_to_date"":11.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.051784691773675}","{""scored_against_game_ids"":[""G2007_P1653"",""G2007_P1675"",""G2007_P1691"",""G2007_P1717""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-08,2007-09-08,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1647,2007,3,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-13"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Wisconsin,Louisville,HOME,9.840792728171385,12.16236323997472,-1.284273281575452,3.0,W,"{""games_played_to_date"":11.0,""opponent_games_played_to_date"":9.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.037297230227885}","{""scored_against_game_ids"":[""G2007_P1553"",""G2007_P1609""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-13,2007-09-13,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
G2007_P1648,2007,3,GOVERNED_SYNTHETIC,DERIVED_AT_INGESTION,"{""derived_from_actual_result"":false,""model_id"":""BAXTER-MOV-v1.0-R"",""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""retrospective_full_season"":false,""source_type"":""DERIVED_AT_INGESTION"",""transform"":""BAXTER-MOV-v1.0-R: predicted margin A = season HFA x non-neutral indicator + rating A - rating B; ratings centered to zero within season""}",,EXACT_GAME_DATE,"{""game_date"":""2007-09-14"",""season"":2007}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv,f5c6f9460ac284fa959623983de0c549457fe2957cf68cbaf8cb37136469851f,Arizona St.,Colorado,HOME,18.29199446728605,-5.870107923438332,25.20900231021237,14.0,W,"{""games_played_to_date"":5.0,""opponent_games_played_to_date"":11.0,""rating_scale"":""BAXTER-MOV-v1.0-R season-specific opponent-adjusted margin points, ridge lambda 0.3, margin cap +/-49, minimum 3 prior games, season-specific fitted HFA, ratings centered to zero within season. Raw rating scales are season-specific and are not directly comparable across seasons."",""season_hfa_at_fit"":1.04689991948799}","{""scored_against_game_ids"":[""G2007_P1670"",""G2007_P1689"",""G2007_P1724""]}",NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup_Package.zip::NCAA_Phase4M_2006_2011_Week_By_Week_Cleanup/data/verified_week_by_week_2006_2011.csv | Baxter_v1_2006_2011_2024_2025_Complete_Package.zip::Baxter_Ratings_v1_2007_External_Validation.xlsx [Walk Forward],2007-09-14,2007-09-14,BAXTER-MOV-v1.0-R,BAXTER-MOV-v1.0-R-FROZEN-LAMBDA-0.3-CAP-49-MINPRIOR-3,training
